003467	2	2	13.5312	0
001556	3	3	0.970636	0
005744	1	1	0.661028	0
006252	1	1	0.072001	0
002673	6	6	39.0798	0
003274	7	11	3.43955	0.363636
001919	8	9	28.8746	0.111111
000450	4	4	8.95027	0
005131	6	11	6.39435	0.454545
004667	4	4	10.9023	0
003797	1	1	0.384782	0
000416	2	2	0.76089	0
003334	6	7	16.1661	0.142857
003644	2	2	0.69995	0
002403	3	2	5.43654	0.333333
006280	3	3	1.63382	0
005558	3	4	1.21041	0.25
006579	1	1	0.26819	0
002695	2	2	2.33131	0
001336	7	8	24.9394	0.125
006419	3	3	3.34889	0
006567	8	8	27.8355	0
001800	2	2	7.92275	0
002630	4	4	2.18411	0
001935	2	1	0.443593	0.5
004388	6	7	32.9618	0.142857
006144	8	5	27.6896	0.375
004911	6	9	15.1065	0.333333
006193	1	1	0.10488	0
005803	11	14	19.3804	0.214286
001166	2	2	15.4735	0
003119	3	4	22.0334	0.25
001382	2	2	4.88864	0
002087	3	3	8.32554	0
003442	9	12	39.0729	0.25
006900	2	2	3.43066	0
000241	2	2	4.09541	0
000013	1	1	2.88559	0
004749	6	6	3.11353	0
003812	12	10	37.8392	0.166667
006185	3	3	6.36033	0
006304	1	2	0.04204	0.5
005169	1	1	1.84529	0
007232	5	5	24.398	0
001061	4	4	0.746967	0
003587	1	1	0.427664	0
004768	1	1	0.061464	0
007408	1	1	0.691908	0
000451	2	2	3.20564	0
005692	8	14	9.42503	0.428571
006297	3	4	8.823	0.25
004291	3	3	0.240543	0
004999	8	10	28.87	0.2
006973	5	5	3.13218	0
005799	2	2	4.3273	0
006150	6	9	41.6813	0.333333
001639	2	2	1.53407	0
002102	6	9	13.9439	0.333333
001921	10	12	37.8363	0.166667
002502	2	2	2.20121	0
005153	5	6	1.1872	0.166667
002582	2	2	22.6767	0
004469	1	1	0.497388	0
004459	3	3	2.03918	0
005490	2	3	14.1992	0.333333
006044	3	3	10.5307	0
002109	3	3	15.0965	0
005318	11	10	25.2995	0.0909091
005184	4	4	22.2986	0
005434	10	6	9.53627	0.4
002641	6	6	23.5357	0
000873	3	3	17.3211	0
004326	8	12	10.2606	0.333333
001089	7	7	41.9618	0
001239	1	1	5.11186	0
007420	11	16	10.9489	0.3125
000046	7	6	20.1415	0.142857
001644	8	10	9.29053	0.2
004636	8	9	42.8442	0.111111
006592	2	2	13.4577	0
001839	7	8	9.24784	0.125
007291	4	4	31.6029	0
006386	4	5	0.651173	0.2
003703	1	1	0.814424	0
000937	4	6	2.29523	0.333333
001276	7	6	10.1172	0.142857
005143	5	5	6.23074	0
000869	3	4	1.25985	0.25
003583	7	5	23.1935	0.285714
002341	11	11	33.0636	0
005382	8	9	16.2629	0.111111
004811	6	8	38.5422	0.25
002074	4	4	12.0858	0
003368	4	4	20.661	0
000643	14	14	13.1453	0
004686	14	14	35.7246	0
001327	2	2	6.56972	0
001947	6	8	35.9241	0.25
002732	2	2	0.976309	0
001900	2	2	0.282519	0
005607	2	2	4.2873	0
001051	2	2	1.11376	0
001071	9	12	19.6218	0.25
006935	3	3	2.24866	0
003672	2	3	3.29737	0.333333
006383	1	1	0.024821	0
003058	4	4	8.9828	0
003780	6	5	9.43612	0.166667
004529	3	3	12.4857	0
000910	10	13	34.6888	0.230769
006016	7	9	24.7141	0.222222
004173	3	4	0.215142	0.25
003131	8	9	35.3622	0.111111
005134	8	9	16.9033	0.111111
005510	8	13	7.9413	0.384615
005441	2	2	6.98544	0
006341	3	5	2.14157	0.4
007157	4	4	1.84524	0
002416	9	9	14.7286	0
005903	7	10	9.37841	0.3
000572	10	10	31.7341	0
002950	3	5	24.3963	0.4
001015	7	8	30.3399	0.125
001776	7	10	20.2552	0.3
003579	5	6	13.9057	0.166667
004364	4	4	1.16244	0
003977	3	3	0.670474	0
000292	4	3	3.4592	0.25
005995	2	2	3.75603	0
005363	2	3	2.27918	0.333333
004789	3	5	1.61594	0.4
000117	6	8	9.63245	0.25
000536	3	3	1.69827	0
002505	6	6	12.2602	0
000646	1	1	0.259086	0
000732	7	10	10.4759	0.3
004823	4	5	24.126	0.2
003303	5	5	16.7627	0
002481	7	7	2.96008	0
000250	3	3	12.967	0
004199	2	2	1.3512	0
005773	8	11	7.80482	0.272727
005436	11	13	36.3504	0.153846
000129	7	7	10.3357	0
007320	1	1	0.340463	0
007426	4	4	2.26009	0
000472	6	8	29.7618	0.25
003687	7	9	46.794	0.222222
005356	13	16	15.456	0.1875
002370	2	2	2.76049	0
000261	2	4	4.80476	0.5
003169	11	13	25.0282	0.153846
001783	2	2	3.23259	0
006649	7	8	33.6565	0.125
000378	2	3	4.99762	0.333333
004498	3	2	3.89052	0.333333
002182	10	9	24.7037	0.1
002963	11	10	31.5034	0.0909091
005766	7	8	4.65724	0.125
006794	1	2	0.101358	0.5
003889	2	2	5.71974	0
001337	6	6	27.6896	0
005951	2	2	2.09937	0
007036	1	1	0.535556	0
005984	4	9	2.00497	0.555556
005676	2	2	1.23032	0
001016	7	7	22.5894	0
004775	4	3	0.796643	0.25
001628	3	2	71.9297	0.333333
001084	7	7	28.3528	0
003447	2	2	0.645853	0
003125	1	1	0.23588	0
000143	5	4	0.512628	0.2
003294	6	6	3.67651	0
007417	1	1	2.90431	0
005157	8	9	26.8852	0.111111
004023	5	5	14.3369	0
001526	2	2	1.51114	0
000404	14	13	32.3312	0.0714286
001964	8	12	52.3772	0.333333
004894	4	6	41.3282	0.333333
007215	2	2	0.162562	0
002806	3	5	2.15803	0.4
006888	2	2	5.18897	0
004331	13	13	21.435	0
003526	8	10	3.79429	0.2
002654	2	2	12.2098	0
002049	5	5	20.5798	0
006665	8	7	22.616	0.125
001801	11	12	66.9154	0.0833333
001244	10	11	28.2114	0.0909091
005111	8	13	6.50312	0.384615
002809	4	4	15.1643	0
002408	1	1	0.350436	0
000270	3	3	1.51005	0
005284	3	3	1.1801	0
006741	3	3	17.789	0
003946	4	4	24.6201	0
004629	3	2	11.2202	0.333333
005145	6	13	15.3911	0.538462
004462	7	9	18.3474	0.222222
005707	5	5	16.7846	0
007280	5	6	9.64421	0.166667
004225	2	2	9.40742	0
000050	5	5	23.4257	0
002122	1	2	10.4672	0.5
005942	4	4	8.59786	0
002890	5	6	12.812	0.166667
005212	2	2	6.41169	0
002340	9	9	11.8684	0
004829	1	1	1.11319	0
000751	5	6	24.7784	0.166667
003825	2	2	3.50675	0
003661	13	13	44.7006	0
006027	6	8	40.0601	0.25
002986	11	11	35.0955	0
001252	5	6	3.5704	0.166667
006661	1	1	0.351056	0
006497	12	11	36.4479	0.0833333
002175	7	16	10.175	0.5625
006832	7	9	8.87184	0.222222
005022	5	6	10.3192	0.166667
000215	2	2	6.16516	0
000941	3	3	20.7638	0
001162	8	9	38.0272	0.111111
000202	1	1	0.398683	0
006781	9	8	34.139	0.111111
002657	3	3	17.4284	0
005171	13	17	34.6718	0.235294
004767	3	4	4.81445	0.25
004918	3	3	8.60418	0
000836	3	3	4.58453	0
005590	2	3	17.8651	0.333333
002752	10	10	35.8018	0
003424	1	1	0.486447	0
003270	3	3	4.89379	0
001704	2	2	5.88024	0
006455	1	1	4.15327	0
001853	2	2	2.2751	0
007347	5	5	0.410722	0
003345	6	5	23.1942	0.166667
002972	12	17	61.2452	0.294118
005533	3	3	0.73029	0
004426	7	8	33.3133	0.125
007159	2	2	0.694983	0
004205	5	4	18.2813	0.2
003473	12	13	23.2822	0.0769231
004185	5	5	25.8003	0
004433	6	7	36.774	0.142857
005926	3	4	2.29651	0.25
004816	4	5	4.22027	0.2
001491	5	6	17.7834	0.166667
000933	1	1	1.71462	0
000894	3	3	5.17077	0
002398	5	8	11.4502	0.375
002163	4	4	5.65434	0
003151	5	6	18.8939	0.166667
003992	6	5	2.16457	0.166667
006939	5	5	39.551	0
004554	2	5	3.12882	0.6
003426	4	5	19.6872	0.2
000075	5	6	45.1103	0.166667
001792	4	5	10.464	0.2
001406	1	1	0.712748	0
001855	13	12	28.7355	0.0769231
003410	6	7	39.569	0.142857
002778	6	6	39.8062	0
003948	3	3	10.0168	0
005809	1	1	18.0572	0
005276	7	7	11.0208	0
000085	2	4	25.891	0.5
005687	7	7	22.3666	0
007330	5	6	40.1084	0.166667
002804	2	2	2.04492	0
003288	8	12	12.3992	0.333333
002677	6	6	17.8697	0
002924	5	4	2.44639	0.2
006454	4	4	32.2335	0
006600	5	4	17.5052	0.2
002600	1	3	0.750624	0.666667
006952	12	14	30.0237	0.142857
002768	1	2	1.92178	0.5
007117	6	7	19.988	0.142857
004234	10	11	35.6578	0.0909091
000615	7	7	10.7609	0
006886	9	10	10.052	0.1
002836	2	3	0.762906	0.333333
000681	1	1	0.246575	0
006161	5	8	46.4704	0.375
001038	7	12	13.6047	0.416667
001862	8	7	34.5908	0.125
007288	1	1	0.616616	0
002786	7	7	23.3331	0
000671	1	1	0.38858	0
002731	10	14	28.8777	0.285714
005010	10	11	57.7604	0.0909091
001973	4	6	4.21253	0.333333
000879	2	3	1.08696	0.333333
005544	4	7	1.03579	0.428571
005255	9	8	29.4772	0.111111
002859	8	9	20.1881	0.111111
002747	4	7	27.3141	0.428571
001969	8	8	10.6863	0
003910	6	7	3.70129	0.142857
000350	7	9	42.245	0.222222
006262	9	9	8.87236	0
000641	8	7	3.68243	0.125
003550	6	6	12.8861	0
003947	1	1	0.420176	0
005093	4	4	0.613164	0
000769	1	1	0.282543	0
005179	6	6	23.3625	0
002219	6	9	53.8959	0.333333
003318	1	2	0.237387	0.5
007436	1	1	0.32163	0
005245	12	16	16.008	0.25
000410	6	7	3.47894	0.142857
004175	5	6	2.87491	0.166667
006596	1	1	0.042351	0
000351	8	9	25.2617	0.111111
000431	2	2	10.7181	0
000837	10	11	25.5358	0.0909091
006644	6	5	21.4888	0.166667
005125	5	7	10.2333	0.285714
002512	3	3	10.369	0
003903	9	11	1.62607	0.181818
006404	10	10	47.5238	0
001425	5	5	3.1378	0
007201	9	9	9.64165	0
005689	6	5	11.3198	0.166667
004174	5	5	25.4908	0
007343	4	4	11.1806	0
003522	1	1	4.79885	0
000297	6	6	33.6087	0
005031	7	9	2.8395	0.222222
005208	3	3	0.261343	0
000761	4	4	14.9244	0
003168	2	3	0.689445	0.333333
005662	2	2	0.280399	0
000483	9	9	19.794	0
004512	3	3	0.941348	0
007154	1	1	0.267258	0
005285	5	4	11.4814	0.2
005308	5	7	6.66982	0.285714
002686	1	2	2.75025	0.5
001989	5	5	2.53711	0
003994	3	3	0.859335	0
004717	3	5	30.5003	0.4
001311	10	11	41.5575	0.0909091
000163	3	7	4.49188	0.571429
000693	1	1	0.295079	0
000023	3	3	0.863115	0
002880	3	3	15.077	0
006086	2	2	4.62608	0
006220	4	3	5.0417	0.25
006084	13	14	22.5547	0.0714286
001423	1	1	0.620006	0
001824	3	4	3.10144	0.25
003713	5	6	1.44785	0.166667
001068	6	8	9.42855	0.25
004017	5	6	10.7956	0.166667
003533	4	3	4.62449	0.25
006230	2	2	12.5673	0
006742	4	3	3.8225	0.25
007261	4	4	21.6962	0
005857	2	2	3.97834	0
002537	3	4	12.0967	0.25
001254	9	11	43.6367	0.181818
005559	1	1	0.381529	0
005258	3	4	1.16686	0.25
003941	5	6	17.8887	0.166667
006170	2	2	3.29308	0
004952	1	2	0.02873	0.5
004131	3	4	0.136626	0.25
005652	9	9	39.0945	0
000872	2	2	6.6996	0
003882	6	6	12.057	0
002358	2	2	2.32508	0
003792	9	10	39.0739	0.1
006721	15	14	45.1588	0.0666667
006565	5	4	6.63364	0.2
005954	1	1	0.465584	0
004140	3	3	1.58638	0
004032	6	10	38.015	0.4
006591	3	3	12.2165	0
003922	1	1	0.502368	0
006728	8	10	46.92	0.2
006456	1	1	4.34521	0
001954	9	9	40.189	0
000710	3	3	4.59299	0
002419	7	9	40.8201	0.222222
002153	9	10	40.0814	0.1
002705	5	7	3.05396	0.285714
000044	2	2	24.7602	0
000308	4	5	0.506283	0.2
006438	8	7	33.8579	0.125
003164	1	1	0.540083	0
006298	7	7	26.805	0
005593	3	2	7.02088	0.333333
003350	4	4	12.6228	0
007432	1	1	0.108911	0
005637	1	1	0.37977	0
001703	3	2	0.572045	0.333333
000500	10	14	20.5002	0.285714
007294	5	7	15.7966	0.285714
003972	2	3	2.56236	0.333333
003118	5	10	1.55752	0.5
002440	5	11	10.2281	0.545455
003443	7	7	32.5556	0
002532	4	4	5.48998	0
001856	6	7	41.2734	0.142857
000541	7	7	40.4249	0
002857	1	1	0.349469	0
004141	6	6	16.7942	0
006941	1	1	0.318697	0
002635	7	8	27.4297	0.125
001238	5	7	15.7442	0.285714
006834	7	7	7.95651	0
003367	3	6	6.28023	0.5
006937	8	10	9.28215	0.2
006510	1	1	0.097538	0
004741	2	2	4.36318	0
000810	1	1	6.49878	0
001097	4	5	42.8547	0.2
002316	2	2	7.16421	0
004329	5	5	3.59926	0
006111	5	6	4.67453	0.166667
002988	4	4	5.8893	0
004121	4	4	1.15555	0
007466	4	4	0.438226	0
000698	3	4	16.5316	0.25
002098	5	4	7.38006	0.2
005546	9	16	21.1927	0.4375
004120	4	7	25.4042	0.428571
001786	3	3	3.31928	0
006764	6	6	44.3823	0
002434	2	2	3.28195	0
005286	4	8	8.00503	0.5
002052	9	6	37.2072	0.333333
007137	5	11	73.0975	0.545455
005409	4	5	53.4807	0.2
004611	3	3	3.63648	0
004134	2	2	0.388545	0
004731	1	1	0.589079	0
000384	6	16	10.0982	0.625
005779	1	1	0.755765	0
006916	3	4	2.68366	0.25
004070	4	3	0.569991	0.25
004613	3	3	5.10155	0
001149	3	3	1.28215	0
004998	3	3	0.846187	0
005682	14	15	35.1406	0.0666667
005427	10	10	18.5507	0
006008	7	8	23.2766	0.125
005594	4	7	17.8538	0.428571
002839	8	8	36.6448	0
000091	2	2	0.811686	0
002817	10	11	29.3456	0.0909091
001265	2	2	1.52931	0
006500	4	5	1.67052	0.2
004602	4	5	2.02555	0.2
000807	2	3	8.00993	0.333333
001352	3	3	5.39799	0
003228	7	6	11.2254	0.142857
001968	2	2	15.241	0
002552	7	7	28.9184	0
006156	11	12	19.3494	0.0833333
005090	6	7	41.393	0.142857
005198	7	11	10.6161	0.363636
003325	5	5	6.63051	0
005390	3	4	2.99866	0.25
006377	3	2	3.65676	0.333333
000905	1	1	1.35327	0
002816	9	9	2.60271	0
001913	1	1	0.121084	0
004092	7	7	24.3585	0
001788	8	12	37.7982	0.333333
004013	2	2	25.7642	0
000567	5	6	15.0375	0.166667
005772	3	4	4.14563	0.25
004064	5	4	2.33306	0.2
000225	5	5	9.3686	0
001584	3	4	28.6678	0.25
005746	1	1	0.970925	0
002646	4	4	15.1357	0
001705	11	10	27.7858	0.0909091
007442	9	7	34.4427	0.222222
003899	3	3	3.06314	0
006050	5	7	38.4684	0.285714
003968	5	6	2.87584	0.166667
004089	2	2	2.04213	0
004273	2	2	13.0792	0
001683	5	8	20.5654	0.375
003011	3	3	10.4794	0
005564	6	6	18.0859	0
000734	8	9	19.1536	0.111111
005188	5	6	10.3051	0.166667
000961	7	7	10.4955	0
000631	6	6	40.2838	0
006353	2	2	0.538319	0
001905	2	2	6.07424	0
003244	4	5	1.57068	0.2
005235	6	5	1.02601	0.166667
005642	5	4	4.89608	0.2
003171	2	2	1.09613	0
003149	3	3	0.877687	0
001542	4	4	0.530386	0
003659	10	9	33.1052	0.1
007279	2	2	0.508595	0
004923	8	9	9.24071	0.111111
004360	14	15	20.2818	0.0666667
004307	6	6	25.7168	0
003148	3	4	18.6253	0.25
003243	1	1	5.75528	0
006850	2	2	9.89478	0
004708	10	10	25.6256	0
001998	5	7	2.13627	0.285714
007019	7	8	9.61285	0.125
007479	4	7	22.1246	0.428571
000909	6	7	20.7245	0.142857
001961	1	1	0.052129	0
005247	7	7	18.0572	0
005549	2	2	8.86088	0
000028	1	1	0.420711	0
001345	5	3	18.3702	0.4
001328	4	5	1.93108	0.2
000065	6	9	5.20434	0.333333
002082	8	9	32.2792	0.111111
001546	2	2	1.05724	0
006314	6	10	32.131	0.4
001212	3	2	4.83109	0.333333
003476	1	1	0.3722	0
006426	12	12	18.6207	0
002840	4	4	1.91251	0
001290	9	10	16.4274	0.1
004786	7	10	3.96996	0.3
001287	12	12	35.807	0
007362	2	2	4.70002	0
005003	1	1	0.095909	0
000341	3	8	16.4561	0.625
006211	11	15	32.123	0.266667
001493	4	6	7.2796	0.333333
007457	3	3	0.76278	0
007046	11	14	43.886	0.214286
000510	8	7	32.4901	0.125
000033	2	2	4.96368	0
000914	4	4	14.8026	0
003509	4	3	2.8359	0.25
002922	3	3	5.06229	0
003041	15	16	28.8589	0.0625
002710	2	2	13.9451	0
003614	4	3	0.862268	0.25
003506	4	5	8.03883	0.2
003693	3	2	5.58721	0.333333
001570	6	6	7.71131	0
000717	2	2	6.55213	0
000858	3	2	5.23547	0.333333
002932	1	1	14.4719	0
003866	5	6	27.0184	0.166667
000298	1	1	0.346923	0
002005	3	3	0.787002	0
002467	1	1	2.62089	0
002406	5	5	13.648	0
002002	7	6	51.9854	0.142857
001640	11	10	5.59246	0.0909091
004979	5	5	14.0001	0
000257	2	2	1.24651	0
002742	6	17	34.536	0.647059
004791	2	2	0.393811	0
003117	2	2	5.04097	0
000936	15	16	34.103	0.0625
003010	5	4	25.114	0.2
003932	5	5	30.6163	0
004669	2	2	0.673933	0
000400	5	5	31.6463	0
003918	1	1	0.236648	0
003702	2	2	6.79196	0
002661	3	4	0.35938	0.25
003407	8	9	7.42604	0.111111
000340	4	5	8.6527	0.2
002823	5	5	7.85061	0
005797	6	6	19.4843	0
006066	6	8	8.15707	0.25
002309	5	6	46.1765	0.166667
003386	6	8	16.9414	0.25
001854	4	3	0.58942	0.25
001955	11	15	57.2915	0.266667
004282	5	5	5.33369	0
000758	3	3	0.932769	0
002170	4	5	0.911673	0.2
002911	8	8	9.00618	0
005656	3	3	1.231	0
002450	6	11	22.2304	0.454545
004610	7	8	16.6228	0.125
006507	4	4	5.25703	0
002741	3	3	16.2165	0
006385	4	4	0.206774	0
000231	5	5	6.82956	0
000031	6	6	29.1793	0
007416	2	2	4.0743	0
005776	5	6	65.2187	0.166667
006052	6	9	18.7571	0.333333
006810	8	9	15.5791	0.111111
003912	7	6	1.39697	0.142857
000912	5	6	14.8377	0.166667
006147	4	5	33.6975	0.2
003380	5	9	16.9973	0.444444
004330	4	5	19.9387	0.2
000767	2	2	2.2685	0
002260	8	7	41.2958	0.125
003649	2	2	14.6604	0
006049	3	2	1.03786	0.333333
001017	2	3	0.344384	0.333333
000339	8	11	61.2247	0.272727
001319	4	6	16.1669	0.333333
000012	2	2	0.266711	0
006041	7	7	29.5115	0
003200	7	6	25.4808	0.142857
003006	4	4	13.6436	0
006332	4	4	2.49429	0
001347	3	3	1.3617	0
000715	1	2	1.98882	0.5
002022	2	2	4.34882	0
001557	6	8	37.9189	0.25
004186	7	12	24.5333	0.416667
006186	5	7	6.54619	0.285714
005372	2	2	6.72774	0
003729	2	2	10.8534	0
003590	2	2	1.34783	0
003254	5	5	26.0203	0
002584	6	6	26.1333	0
001694	2	2	2.059	0
001495	5	6	45.5153	0.166667
005387	2	2	4.1197	0
005392	7	8	36.3406	0.125
004903	2	2	11.198	0
006017	2	2	8.90626	0
007045	8	8	4.78013	0
005148	7	9	14.1004	0.222222
000578	4	7	17.9416	0.428571
000901	1	1	0.488877	0
001353	0	1	0.012317	1
006168	3	4	3.41239	0.25
002199	8	8	23.7933	0
006879	8	9	9.37326	0.111111
006737	4	5	0.516339	0.2
006191	7	10	3.59299	0.3
006037	5	5	4.62054	0
002530	3	3	13.1819	0
002941	2	2	0.61567	0
001781	3	3	16.7101	0
004736	4	4	31.7575	0
000944	9	11	24.5205	0.181818
003540	4	6	12.9998	0.333333
002473	5	7	11.3102	0.285714
006672	5	6	28.1329	0.166667
006931	1	1	0.043889	0
001003	6	7	8.39687	0.142857
006085	2	2	38.9904	0
002267	1	1	0.520613	0
001751	4	4	4.4253	0
005868	8	10	16.2882	0.2
004575	2	2	0.919283	0
000133	1	1	0.189591	0
000449	5	6	3.21258	0.166667
004942	5	5	10.617	0
006666	1	1	0.52844	0
006512	4	4	5.71958	0
004614	8	12	22.6919	0.333333
001304	4	5	2.4829	0.2
005265	3	5	4.96308	0.4
006259	2	2	0.499935	0
001156	3	3	17.3883	0
004448	1	1	1.48595	0
004712	5	7	9.02491	0.285714
007357	5	5	4.59806	0
000001	3	3	0.788135	0
001422	5	10	5.31577	0.5
006235	3	3	19.8375	0
005573	10	10	38.1126	0
001927	2	2	7.61691	0
003312	5	5	37.087	0
005476	5	7	7.14618	0.285714
000746	1	1	0.304947	0
000636	2	2	0.130883	0
005275	5	5	3.65497	0
002501	8	8	2.78742	0
000383	8	12	19.6302	0.333333
001186	1	1	0.030061	0
006215	1	1	0.298102	0
000603	7	7	30.9994	0
007412	6	8	4.26807	0.25
001842	6	6	3.07262	0
002464	4	4	99.2866	0
003981	1	1	0.441916	0
005017	1	1	0.444068	0
002357	7	12	11.3462	0.416667
006372	7	7	24.3586	0
007086	1	1	0.068734	0
000747	5	6	2.34707	0.166667
005414	7	9	15.2439	0.222222
003893	2	2	5.98141	0
007172	3	3	1.18493	0
004381	3	7	8.92927	0.571429
002130	6	6	19.7592	0
000716	3	3	1.63653	0
002329	1	1	0.133213	0
001025	3	3	13.0637	0
004063	9	9	40.2422	0
006893	1	1	0.024723	0
001487	2	3	1.44453	0.333333
003562	3	3	2.45011	0
000606	1	1	0.327593	0
003895	1	1	0.253692	0
004176	3	3	9.77529	0
000021	7	8	23.9307	0.125
003015	8	10	30.6288	0.2
002443	4	5	40.5307	0.2
001534	3	3	1.7273	0
002147	13	15	36.7859	0.133333
002458	3	3	0.093164	0
006817	8	7	19.3371	0.125
001770	6	7	12.6522	0.142857
005761	10	11	49.1387	0.0909091
006335	5	6	5.70452	0.166667
006853	9	9	24.5878	0
002324	1	1	0.639311	0
000634	4	5	18.4462	0.2
000889	4	5	4.05066	0.2
004795	2	2	6.9091	0
007239	4	4	2.89748	0
006154	5	6	46.75	0.166667
007390	3	3	5.75972	0
003585	9	10	2.34452	0.1
002928	6	6	35.645	0
001043	7	9	36.7976	0.222222
000035	5	5	5.94969	0
004808	5	6	24.9002	0.166667
005532	8	14	28.6513	0.428571
007131	9	9	25.727	0
000282	3	3	11.1833	0
001684	3	3	0.662772	0
001561	3	2	0.273043	0.333333
003056	5	6	28.0434	0.166667
001820	8	8	29.9761	0
000348	7	10	23.9244	0.3
002586	5	5	21.866	0
004501	5	4	2.2946	0.2
003313	6	6	11.7569	0
004574	4	4	4.5788	0
001997	5	4	3.05935	0.2
004565	2	2	1.32884	0
003905	1	1	0.564465	0
001112	5	5	4.11618	0
000610	2	2	0.851075	0
005216	8	12	20.4549	0.333333
000016	6	6	31.0395	0
004748	7	9	14.3193	0.222222
005240	3	3	19.3752	0
006502	1	1	0.498009	0
003939	4	5	2.23001	0.2
006775	6	8	12.3295	0.25
002146	1	1	0.249382	0
006841	3	3	0.700427	0
000036	5	7	21.6693	0.285714
000538	0	1	0.010141	1
002706	4	4	2.07419	0
004094	3	4	19.0317	0.25
006562	15	15	25.6349	0
007138	6	7	40.8868	0.142857
000491	5	5	11.3344	0
000800	5	6	20.4192	0.166667
006976	1	1	0.166689	0
001520	4	5	6.06623	0.2
002719	5	5	14.3784	0
005748	14	14	12.2994	0
003432	4	4	17.8223	0
005947	4	4	5.87503	0
005219	2	2	0.271504	0
004419	3	3	33.6693	0
006915	2	3	17.795	0.333333
005837	3	5	2.37769	0.4
004346	2	2	0.935634	0
002236	3	3	8.49917	0
002609	7	9	5.5779	0.222222
002983	5	7	30.5246	0.285714
006094	3	3	3.13057	0
004971	9	13	49.2961	0.307692
007226	4	4	9.01047	0
003923	9	9	27.664	0
004135	7	6	13.4683	0.142857
002383	4	5	43.4058	0.2
002100	1	1	0.345564	0
004895	3	3	1.52093	0
005944	4	3	2.48157	0.25
007053	7	7	18.8197	0
001753	6	7	13.9346	0.142857
007004	4	6	2.66644	0.333333
004882	8	7	4.78278	0.125
001537	5	5	1.07139	0
002314	11	11	22.8312	0
002285	7	8	3.43693	0.125
001317	7	6	9.24932	0.142857
002682	5	6	6.60201	0.166667
000259	4	4	7.41301	0
002104	3	3	0.73767	0
002666	6	18	40.0246	0.666667
007421	12	12	36.2509	0
001361	5	4	0.652624	0.2
004395	2	2	5.60714	0
001785	9	16	14.314	0.4375
007134	5	6	13.3011	0.166667
000974	4	4	2.96529	0
002571	9	9	8.69214	0
005716	4	4	11.1366	0
007164	4	3	8.5578	0.25
003548	5	5	3.27211	0
000906	5	6	6.33683	0.166667
003039	5	7	12.5357	0.285714
005530	9	11	36.8706	0.181818
000427	10	9	30.9094	0.1
005045	6	7	44.8184	0.142857
002180	4	5	2.69869	0.2
005024	5	8	18.0918	0.375
005087	10	10	47.5581	0
003646	13	16	33.4432	0.1875
000374	4	6	16.8508	0.333333
005641	2	2	0.310894	0
003196	2	2	11.5089	0
003762	1	1	0.281398	0
002235	2	2	2.27117	0
005288	7	7	11.4522	0
003767	5	5	9.25023	0
007383	5	7	67.3235	0.285714
001869	2	2	1.95914	0
004544	5	5	11.7703	0
007222	4	5	5.25978	0.2
002569	4	8	1.67128	0.5
004257	10	10	28.5896	0
007056	6	8	5.2378	0.25
001104	7	8	30.0814	0.125
002171	11	14	5.01548	0.214286
005678	2	2	9.87684	0
000315	3	3	11.0041	0
000611	4	4	2.54223	0
005632	9	10	40.4198	0.1
002829	2	3	8.94942	0.333333
005117	5	4	3.19906	0.2
